"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0T9B0","2019-10-10 20:00:00","558.000","0.000","0.100","20.200","0.940","952.600","","0.000","-99.000","-99.000","-99.000","22.100","","19.800",""
"C0G650","2019-10-10 20:00:00","34.000","0.000","0.000","25.400","0.960","1008.000","","0.000","-99.000","-99.000","-99.000","32.400","","23.700",""
"C0K580","2019-10-10 20:00:00","26.000","338.000","1.000","25.100","0.860","1010.200","","0.000","-99.000","-99.000","-99.000","32.300","","23.200",""
"C0X050","2019-10-10 20:00:00","25.000","0.000","0.200","26.100","0.810","1008.500","","0.000","-99.000","-99.000","-99.000","33.900","","23.200",""
"CM0100","2019-10-10 20:00:00","25.000","28.000","1.800","25.000","0.640","1009.800","","0.000","-99.000","-99.000","-99.000","29.500","","23.200",""
"C0AC70","2019-10-10 20:00:00","71.000","90.000","1.500","23.500","0.770","1005.500","","0.000","6.600","109.000","","28.700","","22.800",""
"CM0130","2019-10-10 20:00:00","11.000","5.000","2.100","27.100","0.750","1011.800","","0.000","-99.000","-99.000","-99.000","28.900","","25.900",""
"C0W110","2019-10-10 20:00:00","16.000","57.000","1.200","24.000","0.750","1012.400","","0.000","-99.000","-99.000","-99.000","26.500","","23.400",""
"C0R670","2019-10-10 20:00:00","26.000","72.000","2.800","26.200","-99.000","1010.700","","0.000","-99.000","-99.000","-99.000","29.600","","25.700",""
"C0X120","2019-10-10 20:00:00","28.000","355.000","1.700","26.900","0.740","1010.100","","0.000","-99.000","-99.000","-99.000","31.400","","25.200",""
"C0R100","2019-10-10 20:00:00","1006.000","0.000","0.000","19.800","0.990","903.600","","0.000","-99.000","-99.000","-99.000","23.800","","17.000",""
"C0C700","2019-10-10 20:00:00","151.000","96.000","2.100","24.300","0.660","996.400","","0.000","-99.000","-99.000","-99.000","28.600","","22.300",""
"C0W130","2019-10-10 20:00:00","18.000","15.000","2.800","25.200","0.800","1009.200","","0.000","-99.000","-99.000","-99.000","28.200","","25.100",""
"C0F9R0","2019-10-10 20:00:00","20.000","46.000","1.200","25.400","0.940","1010.400","","0.000","-99.000","-99.000","-99.000","29.500","","22.900",""
"C0U900","2019-10-10 20:00:00","63.000","308.000","0.900","22.700","0.860","1008.200","","0.000","-99.000","-99.000","-99.000","27.800","","20.800",""
"C1R440","2019-10-10 20:00:00","1654.000","349.000","2.800","15.600","1.000","835.500","","0.000","-99.000","-99.000","-99.000","17.500","","14.800",""
"C0K560","2019-10-10 20:00:00","117.000","126.000","0.700","24.300","0.880","999.600","","0.000","-99.000","-99.000","-99.000","32.200","","22.400",""
"C0R150","2019-10-10 20:00:00","105.000","48.000","0.800","25.800","0.990","999.600","","0.000","-99.000","-99.000","-99.000","32.400","","24.400",""
"C0S690","2019-10-10 20:00:00","522.000","21.000","1.500","20.400","0.980","955.000","","1.500","-99.000","-99.000","-99.000","25.600","","20.300",""
"C0U870","2019-10-10 20:00:00","474.000","41.000","0.600","19.800","0.900","961.600","","0.000","-99.000","-99.000","-99.000","27.100","","18.900",""
"C0A520","2019-10-10 20:00:00","48.000","52.000","1.900","24.900","0.670","1008.200","","0.000","-99.000","-99.000","-99.000","30.100","","22.800",""
"C0X130","2019-10-10 20:00:00","27.000","0.000","0.000","27.400","0.840","-99.000","","0.000","-99.000","-99.000","-99.000","33.200","","25.200",""
"C0V400","2019-10-10 20:00:00","56.000","164.000","2.100","27.200","0.800","1005.200","","0.000","-99.000","-99.000","-99.000","30.700","","24.900",""
"C0UA40","2019-10-10 20:00:00","1121.000","37.000","1.400","17.100","0.850","891.200","","0.000","-99.000","-99.000","-99.000","20.900","","15.500",""
"C0G720","2019-10-10 20:00:00","50.000","337.000","1.400","25.400","0.790","1006.000","","0.000","-99.000","-99.000","-99.000","31.100","","23.800",""
"C0G890","2019-10-10 20:00:00","24.000","38.000","2.400","26.100","0.840","1009.000","","0.000","-99.000","-99.000","-99.000","29.500","","23.700",""
"C0I540","2019-10-10 20:00:00","3344.000","10.000","4.800","7.600","0.650","685.300","","-99.000","-99.000","-99.000","-99.000","11.500","","5.700",""
"C0K390","2019-10-10 20:00:00","31.000","6.000","1.400","25.200","0.820","1008.600","","0.000","-99.000","-99.000","-99.000","31.400","","23.700",""
"C0T9A0","2019-10-10 20:00:00","498.000","0.000","0.000","19.700","0.990","958.500","","0.000","-99.000","-99.000","-99.000","22.500","","19.300",""
"C0AH40","2019-10-10 20:00:00","426.000","61.000","2.700","21.400","0.800","965.500","","0.000","-99.000","-99.000","-99.000","28.300","","20.800",""
"C0X280","2019-10-10 20:00:00","22.000","55.000","2.500","26.300","0.780","1010.100","","0.000","-99.000","-99.000","-99.000","29.700","","24.800",""
"C0V620","2019-10-10 20:00:00","18.000","10.000","0.700","28.200","0.640","1010.300","","0.000","-99.000","-99.000","-99.000","29.400","","25.700",""
"C0H960","2019-10-10 20:00:00","120.000","0.000","0.000","26.900","0.740","997.000","","0.000","-99.000","-99.000","-99.000","32.700","","24.100",""
"C0M530","2019-10-10 20:00:00","1385.000","66.000","1.000","17.500","0.960","869.400","","0.000","-99.000","-99.000","-99.000","21.300","","15.800",""
