"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0T9B0","2019-10-10 01:00:00","558.000","0.000","0.000","20.400","0.960","953.700","","0.000","-99.000","-99.000","-99.000","20.400","","20.300",""
"C0G650","2019-10-10 01:00:00","34.000","0.000","0.200","24.800","0.990","1009.300","","0.000","-99.000","-99.000","-99.000","25.300","","24.800",""
"C0K580","2019-10-10 01:00:00","26.000","0.000","0.100","24.700","0.860","1011.400","","0.000","-99.000","-99.000","-99.000","24.800","","24.700",""
"C0X050","2019-10-10 01:00:00","25.000","241.000","0.800","25.600","0.890","1009.100","","0.000","-99.000","-99.000","-99.000","26.000","","25.600",""
"CM0100","2019-10-10 01:00:00","25.000","31.000","1.200","24.500","0.680","1011.400","","0.000","-99.000","-99.000","-99.000","24.800","","24.500",""
"C0AC70","2019-10-10 01:00:00","71.000","82.000","0.800","23.800","0.760","1007.100","","0.000","-99.000","-99.000","-99.000","23.900","","23.800",""
"CM0130","2019-10-10 01:00:00","11.000","0.000","0.000","27.100","0.760","1012.400","","0.000","-99.000","-99.000","-99.000","27.200","","27.100",""
"C0W110","2019-10-10 01:00:00","16.000","37.000","3.400","23.800","0.710","1014.400","","0.000","-99.000","-99.000","-99.000","23.900","","23.800",""
"C0R670","2019-10-10 01:00:00","26.000","85.000","2.700","25.700","-99.000","1011.200","","0.000","-99.000","-99.000","-99.000","25.900","","25.700",""
"C0X120","2019-10-10 01:00:00","28.000","148.000","1.500","26.600","0.820","1010.800","","0.000","-99.000","-99.000","-99.000","26.700","","26.600",""
"C0R100","2019-10-10 01:00:00","1006.000","334.000","0.900","18.200","1.000","904.200","","0.000","-99.000","-99.000","-99.000","18.200","","18.100",""
"C0C700","2019-10-10 01:00:00","151.000","68.000","2.500","23.300","0.740","997.800","","0.000","-99.000","-99.000","-99.000","23.400","","23.300",""
"C0F9R0","2019-10-10 01:00:00","20.000","44.000","1.500","24.300","0.970","1011.900","","0.000","-99.000","-99.000","-99.000","24.700","","24.300",""
"C0V660","2019-10-10 01:00:00","25.000","101.000","1.500","26.600","0.850","1011.100","","0.000","-99.000","-99.000","-99.000","27.100","","26.600",""
"C0G780","2019-10-10 01:00:00","27.000","15.000","0.900","25.500","0.790","1010.000","","0.000","-99.000","-99.000","-99.000","25.600","","25.500",""
"C0C590","2019-10-10 01:00:00","72.000","44.000","1.600","23.200","0.790","1005.800","","0.000","-99.000","-99.000","-99.000","23.300","","23.200",""
"C0I520","2019-10-10 01:00:00","3860.000","10.000","2.400","5.300","0.400","644.100","","-99.000","-99.000","-99.000","-99.000","6.100","","5.300",""
"C0E530","2019-10-10 01:00:00","341.000","34.000","0.400","20.900","0.920","975.000","","0.000","-99.000","-99.000","-99.000","21.000","","20.900",""
"C0M790","2019-10-10 01:00:00","15.000","0.000","0.200","25.600","0.760","1010.200","","0.000","-99.000","-99.000","-99.000","26.000","","25.600",""
"C0R130","2019-10-10 01:00:00","1040.000","252.000","1.100","18.400","0.990","898.300","","0.000","-99.000","-99.000","-99.000","18.800","","18.400",""
"C0AH30","2019-10-10 01:00:00","755.000","31.000","4.100","18.900","0.990","931.200","","0.000","-99.000","-99.000","-99.000","19.000","","18.600",""
"C0X170","2019-10-10 01:00:00","50.000","136.000","1.200","26.500","0.780","1006.800","","0.000","-99.000","-99.000","-99.000","26.700","","26.500",""
"C0K291","2019-10-10 01:00:00","8.000","29.000","1.200","25.100","0.830","1012.500","","0.000","-99.000","-99.000","-99.000","25.400","","25.100",""
"C0D480","2019-10-10 01:00:00","223.000","0.000","0.000","22.000","0.860","987.800","","0.000","-99.000","-99.000","-99.000","22.400","","22.000",""
"C0F0C0","2019-10-10 01:00:00","983.000","0.000","0.000","20.200","0.990","905.800","","0.000","-99.000","-99.000","-99.000","20.200","","19.500",""
"C0U860","2019-10-10 01:00:00","5.000","0.000","0.100","22.700","0.860","1015.300","","0.000","-99.000","-99.000","-99.000","22.700","","22.300",""
"C0UA50","2019-10-10 01:00:00","808.000","315.000","1.300","17.300","0.990","926.000","","0.000","-99.000","-99.000","-99.000","17.800","","17.300",""
"C0T960","2019-10-10 01:00:00","120.000","0.000","0.000","21.900","0.990","1001.600","","0.000","-99.000","-99.000","-99.000","21.900","","21.900",""
"C0SA80","2019-10-10 01:00:00","136.000","0.000","0.200","22.600","0.980","998.800","","0.000","-99.000","-99.000","-99.000","22.700","","22.600",""
"C0E780","2019-10-10 01:00:00","160.000","0.000","0.100","22.600","0.850","995.500","","0.000","-99.000","-99.000","-99.000","23.000","","22.600",""
"C0F9Q0","2019-10-10 01:00:00","149.000","0.000","0.200","22.500","1.000","995.700","","0.000","-99.000","-99.000","-99.000","22.700","","22.500",""
"C0F9X0","2019-10-10 01:00:00","166.000","6.000","1.300","23.300","0.870","995.200","","0.000","-99.000","-99.000","-99.000","23.500","","23.300",""
"C0F0D0","2019-10-10 01:00:00","3171.000","59.000","0.700","6.000","0.740","700.000","","0.000","-99.000","-99.000","-99.000","6.400","","6.000",""
"C0S730","2019-10-10 01:00:00","110.000","29.000","7.400","23.800","0.930","1001.400","","0.000","-99.000","-99.000","-99.000","23.800","","23.400",""
"C0T790","2019-10-10 01:00:00","2830.000","299.000","1.000","8.300","0.990","729.500","","0.000","-99.000","-99.000","-99.000","8.300","","8.200",""
"C0M830","2019-10-10 01:00:00","540.000","351.000","0.400","22.200","0.990","954.600","","0.000","-99.000","-99.000","-99.000","22.700","","22.200",""
"C0V750","2019-10-10 01:00:00","50.000","115.000","1.200","27.100","1.000","1008.300","","0.000","-99.000","-99.000","-99.000","27.500","","27.100",""
"C0K530","2019-10-10 01:00:00","12.000","79.000","1.000","24.500","0.830","1011.900","","0.000","-99.000","-99.000","-99.000","25.000","","24.500",""
"C0G850","2019-10-10 01:00:00","62.000","29.000","0.400","27.200","0.820","1005.100","","0.000","-99.000","-99.000","-99.000","27.200","","27.000",""
"C0M780","2019-10-10 01:00:00","30.000","0.000","0.000","25.500","0.860","1010.000","","0.000","-99.000","-99.000","-99.000","25.800","","25.500",""
"C0V360","2019-10-10 01:00:00","94.000","200.000","0.600","24.100","0.860","1002.500","","0.000","-99.000","-99.000","-99.000","24.900","","24.100",""
"C0K510","2019-10-10 01:00:00","10.000","0.000","0.000","25.100","0.820","1011.300","","0.000","-99.000","-99.000","-99.000","25.200","","25.100",""
"C0D650","2019-10-10 01:00:00","97.000","54.000","3.900","23.300","0.760","1003.100","","0.000","-99.000","-99.000","-99.000","23.400","","23.300",""
"C0V630","2019-10-10 01:00:00","19.000","218.000","0.600","26.800","0.780","1013.000","","0.000","-99.000","-99.000","-99.000","27.100","","26.800",""
"C0U910","2019-10-10 01:00:00","17.000","303.000","1.200","23.200","0.860","1013.600","","0.000","-99.000","-99.000","-99.000","23.200","","23.000",""
"C0U600","2019-10-10 01:00:00","10.000","332.000","0.600","22.600","0.910","1014.200","","0.000","-99.000","-99.000","-99.000","22.600","","22.300",""
"C0G820","2019-10-10 01:00:00","29.000","0.000","0.100","25.500","0.830","1009.200","","0.000","-99.000","-99.000","-99.000","25.500","","25.400",""
"C0R590","2019-10-10 01:00:00","72.000","34.000","2.000","24.500","0.990","1004.800","","0.000","-99.000","-99.000","-99.000","24.700","","24.500",""
"C0F9N0","2019-10-10 01:00:00","75.000","197.000","0.800","26.500","0.780","1004.800","","0.000","-99.000","-99.000","-99.000","26.800","","26.400",""
"C0F9T0","2019-10-10 01:00:00","111.000","340.000","1.200","24.500","0.820","1000.900","","0.000","-99.000","-99.000","-99.000","24.500","","24.400",""
"C0S710","2019-10-10 01:00:00","382.000","13.000","2.500","20.400","0.960","972.400","","0.000","-99.000","-99.000","-99.000","20.600","","20.400",""
"C0M680","2019-10-10 01:00:00","37.000","0.000","0.000","25.400","0.870","1010.400","","0.000","-99.000","-99.000","-99.000","25.900","","25.400",""
"C0X220","2019-10-10 01:00:00","26.000","316.000","2.200","26.000","0.840","1009.900","","0.000","-99.000","-99.000","-99.000","26.000","","25.900",""
"C0R560","2019-10-10 01:00:00","22.000","258.000","1.300","25.400","0.860","1011.000","","0.000","-99.000","-99.000","-99.000","25.400","","25.100",""
"C0F9P0","2019-10-10 01:00:00","26.000","35.000","3.400","24.100","0.820","1011.100","","0.000","-99.000","-99.000","-99.000","24.400","","24.100",""
"C0O970","2019-10-10 01:00:00","71.000","102.000","1.400","24.200","1.000","1005.600","","0.000","-99.000","-99.000","-99.000","24.600","","24.200",""
"C0F0B0","2019-10-10 01:00:00","311.000","33.000","0.600","23.500","0.920","978.600","","0.000","-99.000","-99.000","-99.000","23.700","","23.500",""
"C0R700","2019-10-10 01:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R620","2019-10-10 01:00:00","34.000","32.000","2.900","25.000","0.900","1010.300","","0.500","-99.000","-99.000","-99.000","25.000","","24.700",""
"C0C660","2019-10-10 01:00:00","176.000","55.000","2.400","23.500","0.750","994.600","","0.000","-99.000","-99.000","-99.000","23.600","","23.500",""
"C0SA10","2019-10-10 01:00:00","411.000","17.000","0.400","21.000","0.960","968.500","","0.000","-99.000","-99.000","-99.000","21.500","","21.000",""
"C0M740","2019-10-10 01:00:00","15.000","0.000","0.000","25.300","0.850","1010.700","","0.000","-99.000","-99.000","-99.000","25.400","","25.200",""
"C0K460","2019-10-10 01:00:00","60.000","359.000","1.000","25.400","0.830","1005.400","","0.000","-99.000","-99.000","-99.000","26.000","","25.400",""
"C0X100","2019-10-10 01:00:00","10.000","117.000","2.600","27.700","0.780","1010.100","","0.000","-99.000","-99.000","-99.000","28.200","","27.700",""
"C1R440","2019-10-10 01:00:00","1654.000","11.000","2.000","14.900","1.000","836.000","","0.000","-99.000","-99.000","-99.000","15.100","","14.800",""
"C0K560","2019-10-10 01:00:00","117.000","0.000","0.200","24.500","0.940","1000.600","","0.000","-99.000","-99.000","-99.000","24.700","","24.500",""
"C0R480","2019-10-10 01:00:00","57.000","23.000","1.200","25.500","0.850","1006.600","","0.000","-99.000","-99.000","-99.000","25.700","","25.500",""
"C0X300","2019-10-10 01:00:00","70.000","0.000","0.000","24.000","0.960","1005.000","","0.000","-99.000","-99.000","-99.000","24.200","","23.900",""
"C0U970","2019-10-10 01:00:00","7.000","0.000","0.100","22.900","0.870","1015.800","","0.000","-99.000","-99.000","-99.000","23.200","","22.800",""
"C0M750","2019-10-10 01:00:00","10.000","72.000","0.600","26.000","0.870","1011.800","","0.000","-99.000","-99.000","-99.000","26.000","","26.000",""
"C0I110","2019-10-10 01:00:00","161.000","63.000","1.000","24.800","0.840","995.700","","0.000","-99.000","-99.000","-99.000","25.000","","24.800",""
"C0V370","2019-10-10 01:00:00","74.000","0.000","0.000","24.400","0.910","1005.300","","0.000","-99.000","-99.000","-99.000","25.300","","24.400",""
"C0C690","2019-10-10 01:00:00","242.000","100.000","1.600","22.300","0.720","987.400","","0.000","-99.000","-99.000","-99.000","22.400","","22.300",""
"C0A540","2019-10-10 01:00:00","401.000","0.000","0.000","19.300","0.980","971.300","","0.000","-99.000","-99.000","-99.000","19.400","","19.300",""
"C0H950","2019-10-10 01:00:00","192.000","0.000","0.000","23.900","0.950","992.200","","0.000","-99.000","-99.000","-99.000","24.100","","23.900",""
"C0O960","2019-10-10 01:00:00","112.000","121.000","0.700","24.200","0.880","1000.400","","0.000","-99.000","-99.000","-99.000","24.800","","24.200",""
"C0AH10","2019-10-10 01:00:00","30.000","86.000","3.200","25.100","0.730","1010.500","","0.000","-99.000","-99.000","-99.000","25.200","","25.000",""
"C0R680","2019-10-10 01:00:00","13.000","21.000","2.200","24.600","-99.000","1012.200","","0.000","-99.000","-99.000","-99.000","24.700","","24.500",""
"C0X210","2019-10-10 01:00:00","38.000","0.000","0.000","25.800","0.880","1007.000","","0.000","-99.000","-99.000","-99.000","25.800","","25.500",""
"C0D430","2019-10-10 01:00:00","87.000","0.000","0.000","22.000","0.890","1003.100","","0.000","-99.000","-99.000","-99.000","22.900","","22.000",""
"C0AD30","2019-10-10 01:00:00","20.000","98.000","2.800","25.000","0.690","1010.900","","0.000","-99.000","-99.000","-99.000","25.400","","25.000",""
"C0R240","2019-10-10 01:00:00","87.000","10.000","0.300","23.600","0.980","1003.000","","0.000","-99.000","-99.000","-99.000","24.200","","23.600",""
"C0AI30","2019-10-10 01:00:00","26.000","73.000","4.700","24.800","0.760","1012.900","","0.000","-99.000","-99.000","-99.000","24.900","","24.800",""
"C0U960","2019-10-10 01:00:00","1885.000","5.000","2.600","11.000","0.990","816.800","","0.000","-99.000","-99.000","-99.000","11.000","","10.700",""
"C0T9E0","2019-10-10 01:00:00","415.000","43.000","1.100","20.900","0.950","969.500","","0.000","-99.000","-99.000","-99.000","20.900","","20.900",""
"C0D550","2019-10-10 01:00:00","1956.000","0.000","0.000","13.400","0.960","813.500","","0.000","-99.000","-99.000","-99.000","13.800","","13.200",""
"C0C630","2019-10-10 01:00:00","209.000","71.000","2.800","22.700","0.740","990.900","","0.000","-99.000","-99.000","-99.000","22.800","","22.700",""
"C0R150","2019-10-10 01:00:00","105.000","106.000","1.400","25.600","0.990","1000.100","","0.000","-99.000","-99.000","-99.000","25.700","","25.500",""
"C0S690","2019-10-10 01:00:00","522.000","23.000","0.700","21.000","0.940","955.700","","0.000","-99.000","-99.000","-99.000","21.000","","21.000",""
"C0U870","2019-10-10 01:00:00","474.000","297.000","0.700","19.900","0.890","963.200","","0.000","-99.000","-99.000","-99.000","19.900","","19.500",""
"C0A520","2019-10-10 01:00:00","48.000","68.000","3.000","24.300","0.740","1009.900","","0.000","-99.000","-99.000","-99.000","24.500","","24.300",""
"C0X130","2019-10-10 01:00:00","27.000","159.000","1.000","26.400","1.000","1009.700","","0.000","-99.000","-99.000","-99.000","26.600","","26.400",""
"C0V400","2019-10-10 01:00:00","56.000","49.000","1.400","26.000","0.880","1006.000","","0.000","-99.000","-99.000","-99.000","26.500","","26.000",""
"C0UA40","2019-10-10 01:00:00","1121.000","37.000","1.800","15.800","0.990","892.300","","0.000","-99.000","-99.000","-99.000","16.500","","15.800",""
"C0D590","2019-10-10 02:00:00","143.000","47.000","2.100","22.300","0.810","998.700","","0.000","-99.000","-99.000","-99.000","23.000","","22.300",""
"C0A560","2019-10-10 02:00:00","405.000","0.000","0.000","19.200","1.000","968.600","","0.000","-99.000","-99.000","-99.000","19.700","","19.200",""
"C0X190","2019-10-10 02:00:00","10.000","135.000","1.000","26.600","0.940","1010.900","","0.000","-99.000","-99.000","-99.000","27.600","","26.600",""
"C0S950","2019-10-10 02:00:00","415.000","0.000","0.000","21.500","0.950","966.900","","0.000","-99.000","-99.000","-99.000","22.000","","21.400",""
"C0A880","2019-10-10 02:00:00","6.000","266.000","0.400","21.600","0.900","1012.400","","0.000","-99.000","-99.000","-99.000","22.200","","21.600",""
"C0M670","2019-10-10 02:00:00","43.000","11.000","0.500","25.300","0.890","1007.200","","0.000","-99.000","-99.000","-99.000","25.700","","25.200",""
"C0Z061","2019-10-10 02:00:00","174.000","340.000","0.800","21.700","0.990","997.800","","0.500","-99.000","-99.000","-99.000","22.100","","21.700",""
"C0M730","2019-10-10 02:00:00","40.000","0.000","0.000","25.100","0.870","1007.300","","0.000","-99.000","-99.000","-99.000","26.200","","25.100",""
"C0U750","2019-10-10 02:00:00","398.000","29.000","4.000","20.400","0.900","969.600","","0.000","-99.000","-99.000","-99.000","20.700","","20.400",""
"C0A650","2019-10-10 02:00:00","287.000","0.000","0.000","19.700","0.990","982.800","","0.000","-99.000","-99.000","-99.000","20.300","","19.700",""
"C0K400","2019-10-10 02:00:00","65.000","0.000","0.000","25.400","0.990","1005.800","","0.000","-99.000","-99.000","-99.000","26.200","","25.300",""
"C0I370","2019-10-10 02:00:00","671.000","186.000","0.300","21.100","0.900","939.700","","0.000","-99.000","-99.000","-99.000","21.700","","21.100",""
"C0S750","2019-10-10 02:00:00","2280.000","260.000","1.000","8.500","1.000","775.300","","0.000","-99.000","-99.000","-99.000","10.000","","8.500",""
"C0R650","2019-10-10 02:00:00","29.000","47.000","0.300","26.100","0.920","1010.900","","0.000","-99.000","-99.000","-99.000","26.300","","26.100",""
"C0E740","2019-10-10 02:00:00","27.000","70.000","0.300","23.600","0.820","1009.800","","0.000","-99.000","-99.000","-99.000","24.200","","23.600",""
"C0AI20","2019-10-10 02:00:00","25.000","132.000","2.900","22.700","0.990","1011.900","","0.000","-99.000","-99.000","-99.000","24.300","","22.700",""
"C0E550","2019-10-10 02:00:00","84.000","308.000","0.800","21.700","0.980","1005.200","","0.000","-99.000","-99.000","-99.000","23.100","","21.700",""
"C0X060","2019-10-10 02:00:00","19.000","174.000","0.800","24.900","0.900","1011.900","","0.000","-99.000","-99.000","-99.000","25.900","","24.900",""
"C1R320","2019-10-10 02:00:00","7.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R510","2019-10-10 02:00:00","31.000","87.000","0.300","26.500","0.820","1009.500","","0.000","-99.000","-99.000","-99.000","26.600","","26.200",""
"C0AC60","2019-10-10 02:00:00","55.000","81.000","1.700","23.900","0.730","1008.100","","0.000","-99.000","-99.000","-99.000","24.200","","23.900",""
"C0UA70","2019-10-10 02:00:00","547.000","359.000","3.600","19.000","0.990","954.300","","0.000","-99.000","-99.000","-99.000","19.700","","19.000",""
"C0G740","2019-10-10 02:00:00","24.000","26.000","1.000","24.600","0.800","1010.200","","0.000","-99.000","-99.000","-99.000","25.000","","24.500",""
"C0F9N0","2019-10-10 02:00:00","75.000","108.000","1.000","26.300","0.820","1004.300","","0.000","-99.000","-99.000","-99.000","26.800","","26.300",""
"C0F9T0","2019-10-10 02:00:00","111.000","308.000","1.300","24.100","0.840","1000.500","","0.000","-99.000","-99.000","-99.000","24.500","","24.100",""
"C0S710","2019-10-10 02:00:00","382.000","21.000","2.600","20.500","0.950","971.900","","0.000","-99.000","-99.000","-99.000","20.600","","20.300",""
"C0M680","2019-10-10 02:00:00","37.000","0.000","0.000","24.900","0.890","1009.900","","0.000","-99.000","-99.000","-99.000","25.900","","24.900",""
"C0X220","2019-10-10 02:00:00","26.000","319.000","1.400","25.800","0.830","1009.400","","0.000","-99.000","-99.000","-99.000","26.000","","25.800",""
"C0R560","2019-10-10 02:00:00","22.000","7.000","1.000","25.700","0.880","1010.600","","0.000","-99.000","-99.000","-99.000","26.100","","25.100",""
"C0F9P0","2019-10-10 02:00:00","26.000","33.000","2.300","23.700","0.830","1010.800","","0.000","-99.000","-99.000","-99.000","24.400","","23.700",""
"C0O970","2019-10-10 02:00:00","71.000","117.000","1.200","23.300","1.000","1005.000","","0.000","-99.000","-99.000","-99.000","24.600","","23.300",""
"C0F0B0","2019-10-10 02:00:00","311.000","212.000","0.800","23.200","0.940","978.100","","0.000","-99.000","-99.000","-99.000","23.700","","23.200",""
"C0R700","2019-10-10 02:00:00","19.000","-99.000","-99.000","-99.000","-99.000","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R620","2019-10-10 02:00:00","34.000","27.000","3.100","25.100","0.870","1009.800","","0.500","-99.000","-99.000","-99.000","25.200","","24.700",""
"C0C660","2019-10-10 02:00:00","176.000","64.000","1.900","23.100","0.780","994.200","","0.000","-99.000","-99.000","-99.000","23.600","","23.100",""
"C0SA10","2019-10-10 02:00:00","411.000","25.000","0.800","20.900","0.970","968.100","","0.000","-99.000","-99.000","-99.000","21.500","","20.800",""
"C0M740","2019-10-10 02:00:00","15.000","0.000","0.200","24.600","0.870","1010.200","","0.000","-99.000","-99.000","-99.000","25.400","","24.400",""
"C0K460","2019-10-10 02:00:00","60.000","11.000","0.600","25.400","0.880","1004.900","","0.000","-99.000","-99.000","-99.000","26.000","","25.300",""
"C0X100","2019-10-10 02:00:00","10.000","140.000","1.800","27.300","0.790","1009.700","","0.000","-99.000","-99.000","-99.000","28.200","","27.300",""
"C1R440","2019-10-10 02:00:00","1654.000","353.000","1.700","15.000","1.000","835.600","","0.000","-99.000","-99.000","-99.000","15.100","","14.800",""
"C0K560","2019-10-10 02:00:00","117.000","119.000","0.400","24.000","0.940","1000.100","","0.000","-99.000","-99.000","-99.000","24.700","","24.000",""
"C0R150","2019-10-10 02:00:00","105.000","120.000","1.000","25.300","0.990","999.700","","0.000","-99.000","-99.000","-99.000","25.700","","25.300",""
"C0S690","2019-10-10 02:00:00","522.000","26.000","0.700","21.100","0.930","955.200","","0.000","-99.000","-99.000","-99.000","21.100","","21.000",""
"C0U870","2019-10-10 02:00:00","474.000","25.000","0.800","19.800","0.870","962.500","","0.000","-99.000","-99.000","-99.000","20.000","","19.500",""
"C0A520","2019-10-10 02:00:00","48.000","61.000","2.300","24.400","0.740","1009.500","","0.000","-99.000","-99.000","-99.000","24.500","","24.100",""
"C0V400","2019-10-10 02:00:00","56.000","73.000","0.700","25.600","0.890","1005.600","","0.000","-99.000","-99.000","-99.000","26.500","","25.600",""
"C0UA40","2019-10-10 02:00:00","1121.000","38.000","2.300","15.700","0.990","891.700","","0.000","-99.000","-99.000","-99.000","16.500","","15.600",""
"C0I380","2019-10-10 02:00:00","258.000","217.000","0.300","23.400","0.990","982.900","","0.000","-99.000","-99.000","-99.000","24.300","","23.400",""
"C0Z020","2019-10-10 02:00:00","211.000","37.000","3.600","21.200","0.990","989.800","","0.000","-99.000","-99.000","-99.000","21.500","","21.200",""
"C0Z190","2019-10-10 02:00:00","62.000","270.000","0.400","23.200","0.990","1006.600","","0.000","-99.000","-99.000","-99.000","23.500","","23.200",""
"C0C710","2019-10-10 02:00:00","143.000","171.000","0.600","22.300","0.760","998.000","","0.000","-99.000","-99.000","-99.000","23.000","","22.300",""
"C0D360","2019-10-10 02:00:00","523.000","0.000","0.000","19.500","0.970","953.900","","0.000","-99.000","-99.000","-99.000","20.200","","19.500",""
"C0C680","2019-10-10 02:00:00","228.000","96.000","1.900","22.100","0.770","987.000","","0.000","-99.000","-99.000","-99.000","22.400","","22.000",""
"C0X140","2019-10-10 02:00:00","17.000","118.000","0.800","26.700","0.830","1010.000","","0.000","-99.000","-99.000","-99.000","27.500","","26.700",""
"C0V710","2019-10-10 02:00:00","34.000","126.000","0.700","26.400","0.850","1008.600","","0.000","-99.000","-99.000","-99.000","27.600","","26.200",""
"C0G840","2019-10-10 02:00:00","32.000","0.000","0.000","24.400","0.890","1006.800","","0.000","-99.000","-99.000","-99.000","24.800","","24.400",""
"C0S890","2019-10-10 02:00:00","238.000","14.000","1.600","22.100","0.950","990.100","","0.000","-99.000","-99.000","-99.000","22.500","","21.900",""
"C0T820","2019-10-10 02:00:00","550.000","0.000","0.000","20.200","0.940","956.400","","0.000","-99.000","-99.000","-99.000","20.600","","20.200",""
"C0F9I0","2019-10-10 02:00:00","194.000","4.000","1.300","22.800","0.890","990.800","","0.000","-99.000","-99.000","-99.000","23.300","","22.700",""
"C0C650","2019-10-10 02:00:00","208.000","57.000","1.600","21.400","0.820","990.300","","0.000","-99.000","-99.000","-99.000","22.100","","21.400",""
"C0R600","2019-10-10 02:00:00","766.000","77.000","0.600","21.600","0.880","928.000","","0.000","-99.000","-99.000","-99.000","22.700","","21.600",""
"C0Z320","2019-10-10 02:00:00","646.000","0.000","0.000","19.300","1.000","942.400","","0.000","-99.000","-99.000","-99.000","19.300","","19.200",""
"C0V210","2019-10-10 02:00:00","734.000","0.000","0.000","20.300","0.920","933.100","","0.000","-99.000","-99.000","-99.000","21.500","","20.300",""
"C0K240","2019-10-10 02:00:00","1132.000","117.000","0.600","19.000","0.990","893.000","","0.000","-99.000","-99.000","-99.000","19.700","","18.900",""
"C0M520","2019-10-10 02:00:00","15.000","226.000","0.600","24.800","0.880","1010.200","","0.000","-99.000","-99.000","-99.000","25.300","","24.800",""
"C0A530","2019-10-10 02:00:00","300.000","0.000","0.000","20.000","0.990","981.100","","0.000","-99.000","-99.000","-99.000","20.100","","20.000",""
"C0E820","2019-10-10 02:00:00","220.000","21.000","0.400","21.500","0.930","988.800","","0.000","-99.000","-99.000","-99.000","21.800","","21.500",""
"C0K450","2019-10-10 02:00:00","35.000","0.000","0.000","25.000","0.810","1007.900","","0.000","-99.000","-99.000","-99.000","25.700","","24.900",""
"C0G760","2019-10-10 02:00:00","53.000","315.000","0.300","24.400","0.990","1008.900","","0.000","-99.000","-99.000","-99.000","24.900","","24.400",""
"CM0120","2019-10-10 02:00:00","4.000","50.000","2.600","25.500","0.740","1012.100","","0.000","-99.000","-99.000","-99.000","25.700","","25.200",""
"C0Z290","2019-10-10 02:00:00","946.000","0.000","0.100","18.000","0.990","910.400","","2.000","-99.000","-99.000","-99.000","18.200","","18.000",""
"C0V680","2019-10-10 02:00:00","40.000","121.000","0.800","25.800","0.860","1008.000","","0.000","-99.000","-99.000","-99.000","26.600","","25.800",""
"C0F9U0","2019-10-10 02:00:00","74.000","286.000","1.300","25.800","0.770","1004.500","","0.000","-99.000","-99.000","-99.000","26.100","","25.800",""
"C0AI10","2019-10-10 02:00:00","76.000","196.000","0.500","21.400","0.930","1005.800","","0.000","-99.000","-99.000","-99.000","23.000","","21.400",""
"C0V530","2019-10-10 02:00:00","34.000","76.000","0.800","26.000","1.000","1008.300","","0.000","-99.000","-99.000","-99.000","26.300","","25.800",""
"C0R550","2019-10-10 02:00:00","38.000","39.000","1.400","25.000","0.930","1009.000","","0.000","-99.000","-99.000","-99.000","25.300","","24.900",""
"C0F9L0","2019-10-10 02:00:00","253.000","29.000","1.100","23.400","0.900","984.200","","0.000","-99.000","-99.000","-99.000","23.700","","23.400",""
"C0A950","2019-10-10 02:00:00","60.000","3.000","3.700","24.300","0.730","1008.400","","0.000","-99.000","-99.000","-99.000","24.700","","24.300",""
"C0R160","2019-10-10 02:00:00","45.000","0.000","0.200","24.600","0.990","1006.800","","0.000","-99.000","-99.000","-99.000","25.200","","24.500",""
"C0F9S0","2019-10-10 02:00:00","43.000","352.000","1.700","25.200","0.770","1008.100","","0.000","-99.000","-99.000","-99.000","25.800","","25.200",""
"C0M820","2019-10-10 02:00:00","980.000","51.000","0.400","18.600","0.860","906.700","","0.000","-99.000","-99.000","-99.000","20.300","","18.600",""
"C0G870","2019-10-10 02:00:00","12.000","14.000","1.200","24.400","0.830","1012.200","","0.000","-99.000","-99.000","-99.000","24.700","","24.200",""
"C0R530","2019-10-10 02:00:00","16.000","42.000","1.000","25.800","0.780","1010.600","","0.000","-99.000","-99.000","-99.000","26.000","","25.400",""
"C0O840","2019-10-10 02:00:00","134.000","147.000","1.000","25.000","1.000","-99.000","","0.000","-99.000","-99.000","-99.000","25.300","","25.000",""
"C0A890","2019-10-10 02:00:00","40.000","0.000","0.000","21.900","0.940","1009.900","","0.000","-99.000","-99.000","-99.000","22.100","","21.900",""
"C0A660","2019-10-10 02:00:00","97.000","0.000","0.000","21.900","0.900","1003.300","","0.000","-99.000","-99.000","-99.000","22.200","","21.900",""
"C0T9H0","2019-10-10 02:00:00","725.000","28.000","3.400","19.000","0.990","934.600","","0.000","-99.000","-99.000","-99.000","19.200","","19.000",""
"C0R270","2019-10-10 02:00:00","51.000","263.000","0.600","24.900","0.950","1005.900","","0.000","-99.000","-99.000","-99.000","25.000","","24.200",""
"C0O980","2019-10-10 02:00:00","18.000","0.000","0.200","24.900","0.910","1011.400","","0.000","-99.000","-99.000","-99.000","25.800","","24.900",""
"C0T9I0","2019-10-10 02:00:00","152.000","204.000","0.500","21.700","0.950","998.200","","2.500","-99.000","-99.000","-99.000","21.700","","21.600",""
"C0V760","2019-10-10 02:00:00","30.000","101.000","0.900","26.200","0.840","1009.700","","0.000","-99.000","-99.000","-99.000","27.000","","26.100",""
